Time (s),Column_A,Column_B,Column_C
0.0544,5.631088,67.03331753,15.60579321
0.0548,9.241096,103.3241753,31.09268836
0.0552,9.921104,106.8145306,33.70566268
0.0556,6.011112,70.83075354,12.91556129
0.056,5.20112,61.21937054,11.53550498
0.0564,8.431128,97.23926836,36.23371032
0.0568,8.031136,93.07217385,41.02879915
0.0572,9.921144,107.8117475,19.7375354
0.0576,6.171152,73.47880578,11.10574145
0.058,9.66116,105.8349998,29.8574774
0.0584,6.161168,72.46129755,46.97989293
0.0588,9.691176,106.8829715,40.09077915
0.0592,8.631184,98.19511707,28.00687187
0.0596,7.811192,90.85548147,29.15856238
0.06,6.5612,76.81223201,33.95414219
0.0604,6.181208,74.19208847,35.09720696
0.0608,5.131216,60.22808945,41.51095603
0.0612,8.481224,97.5403913,42.63853872
0.0616,7.471232,87.54972756,21.73323494
0.062,9.23124,103.4089012,11.19962928
0.0624,8.091248,93.4973475,33.76628443
0.0628,8.851256,100.4048011,45.47362516
0.0632,6.021264,72.25414981,22.08555395
0.0636,6.401272,76.11607093,6.775372079
0.064,5.87128,70.09651827,24.01662098
0.0644,9.561288,105.4141531,36.51540405
0.0648,7.341296,85.20213465,25.25051155
0.0652,9.301304,103.3075721,17.37753731
0.0656,8.811312,100.0194471,24.76085217
0.066,7.40132,85.88104183,31.28349494
0.0664,6.681328,78.08178736,25.53703011
0.0668,7.351336,86.76482239,19.41242251
0.0672,9.001344,101.3042931,22.36906436
0.0676,8.031352,94.03622985,21.38415359
0.068,8.55136,97.68215186,16.48616204
0.0684,6.551368,77.04939373,21.92890276
0.0688,8.961376,101.2445193,25.53989011
0.0692,9.541384,104.5842451,7.944867843
0.0696,6.821392,80.92099583,-2.937247189
0.07,6.2114,73.70681454,21.40678442
0.0704,7.231408,84.78503594,38.13956525
0.0708,5.351416,62.54193625,15.25295421
0.0712,9.701424,106.4675738,-2.644294408
0.0716,8.781432,99.2156374,15.30636177
0.072,5.11144,60.91671765,35.79242918
0.0724,8.931448,100.5257984,30.88111921
0.0728,9.671456,106.8516775,19.43448055
0.0732,9.351464,104.6636625,18.17719663
0.0736,9.971472,108.5532644,20.40942109
0.074,8.82148,99.1143112,23.27366368
0.0744,7.381488,86.6684388,28.35495955
0.0748,8.941496,101.8711466,30.61709926
0.0752,6.691504,78.21635273,19.78073879
0.0756,8.691512,98.73689439,7.674787395
0.076,7.14152,84.59995836,19.9238823
0.0764,8.161528,94.5960488,37.69869128
0.0768,9.091536,102.2079638,26.21724833
0.0772,5.691544,67.56947358,8.127013705
0.0776,7.561552,88.59200431,22.69070498
0.078,5.60156,66.16160283,42.94101746
0.0784,7.691568,88.98093963,29.74349666
0.0788,8.261576,95.9655655,14.45558877
0.0792,9.841584,107.6018804,26.72338247
0.0796,6.041592,71.70804699,38.66964998
0.08,6.3516,76.01580577,30.99445811
0.0804,7.881608,92.04964425,20.80662835
0.0808,7.841616,90.8570526,19.92713154
0.0812,9.661624,106.6578302,19.49437521
0.0816,7.221632,84.89065787,18.79851293
0.082,5.72164,67.23794837,23.48744864
0.0824,6.861648,81.52413976,23.38252925
0.0828,8.781656,99.84445703,8.969312049
0.0832,9.211664,102.760659,-3.741939537
0.0836,7.241672,84.96349839,11.60562694
0.084,8.63168,99.42329677,35.00215556
0.0844,8.191688,95.40468993,21.72203462
0.0848,7.941696,91.25726109,-6.482068576
0.0852,9.431704,104.9744701,0.887393806
0.0856,9.611712,106.2092443,25.95180517
0.086,9.67172,105.3522811,22.8140852
0.0864,5.631728,65.79895896,5.521447988
0.0868,7.911736,91.86998717,5.877226278
0.0872,9.381744,105.1713082,8.980489853
0.0876,7.521752,88.08545999,4.551307992
0.088,6.53176,76.69210711,7.23703772
0.0884,5.221768,62.60004866,12.07145202
0.0888,7.711776,90.90173133,5.223667739
0.0892,6.891784,81.39079013,-3.675714947
0.0896,7.421792,86.33780118,4.240364805
0.09,9.7718,106.1743252,18.15121953
0.0904,5.891808,69.6494166,13.47655621
0.0908,6.931816,82.38553859,0.591913972
0.0912,10.001824,107.5534985,9.898499273
0.0916,6.151832,73.3592928,32.82563147
0.092,9.10184,103.0546945,27.45107345
0.0924,7.711848,89.22045278,3.812206778
0.0928,7.011856,81.87562718,10.85146425
0.0932,6.461864,76.72654297,35.17162983
0.0936,6.501872,76.02113147,33.35105745
0.094,5.67188,67.9090614,16.79485501
0.0944,5.161888,61.85472536,15.40252342
0.0948,8.191896,94.611613,19.58945452
0.0952,9.011904,101.58703,18.93023883
0.0956,9.381912,103.4014486,27.16086238
0.096,8.15192,93.53263349,33.84508368
0.0964,9.881928,107.7710333,20.74759444
0.0968,5.661936,66.91846356,7.9058798
0.0972,5.841944,69.62004137,20.61580032
0.0976,6.101952,72.90196929,43.82059885
0.098,5.95196,71.09293298,40.33067781
0.0984,6.061968,71.39826673,15.34315328
0.0988,5.861976,68.97236,12.11274947
0.0992,6.121984,71.87042189,34.02784204
0.0996,5.291992,61.87733037,38.85172492
0.1,9.102,103.1898841,18.73123417
0.1004,7.672008,88.82007763,13.52719205
0.1008,8.712016,99.3367932,24.47689177
0.1012,6.192024,72.73716073,19.58341361
0.1016,6.902032,80.81703595,10.66299638
0.102,5.13204,61.43602087,16.1089332
0.1024,7.912048,91.52401744,17.12697947
0.1028,7.692056,90.60584392,7.992478115
0.1032,6.882064,81.1772779,12.04898284
0.1036,6.902072,82.19747776,24.67956754
0.104,7.46208,86.67784073,17.31596998
0.1044,5.372088,63.9693604,2.847126978
0.1048,6.332096,75.219593,11.71696398
0.1052,5.412104,63.72797707,32.13561079
0.1056,5.932112,71.20969594,29.31359995
0.106,9.09212,101.670319,3.96336934
0.1064,6.892128,80.77459329,-1.278427224
0.1068,6.242136,73.51824669,22.44255562
0.1072,7.852144,91.51338265,31.77329426
0.1076,9.282152,102.6454881,13.435563
0.108,6.00216,70.19642189,2.683724174
0.1084,5.772168,68.29594764,10.6418426
0.1088,7.572176,88.4606845,13.36905007
0.1092,9.742184,106.207923,15.53355006
0.1096,6.142192,72.1516799,27.43844508
0.11,8.2122,94.11897039,23.66638794
0.1104,6.382208,76.31065987,6.257569917
0.1108,8.962216,100.9430233,12.40344468
0.1112,6.732224,78.87282142,37.21029046
0.1116,7.392232,86.97897191,38.60309795
0.112,9.88224,108.2197577,16.88774143
0.1124,5.082248,59.67279316,12.98984865
0.1128,9.622256,105.8997457,30.60041835
0.1132,8.382264,95.75941608,36.36279256
0.1136,7.842272,91.19849614,20.5924505
0.114,5.91228,70.75944181,11.67893105
0.1144,8.642288,98.12857148,24.7486909
0.1148,8.972296,100.2909527,30.37465045
0.1152,5.322304,62.85993416,17.34940284
0.1156,5.482312,65.09625867,13.85737914
0.116,7.43232,87.5405134,22.53512147
0.1164,9.342328,103.0288865,21.9491985
0.1168,6.462336,75.68794906,20.22977029
0.1172,7.912344,91.59789217,30.88812433
0.1176,9.282352,103.9608927,28.04053285
0.118,5.71236,67.25945276,7.234591111
0.1184,9.652368,106.1952649,10.44697237
0.1188,8.682376,99.02691942,35.42240902
0.1192,5.202384,62.41459539,35.00517634
0.1196,9.832392,107.5629804,6.353838065
0.12,8.3924,96.27656836,-5.996979961
0.1204,5.992408,71.10262606,11.83349864
0.1208,8.222416,95.6859664,24.09972769
0.1212,8.142424,93.4431043,11.34898146
0.1216,9.272432,104.1991104,-4.304404793
0.122,9.39244,103.6087809,-2.219409791
0.1224,8.342448,95.17445112,4.67902191
0.1228,8.202456,95.21614655,3.241671887
0.1232,7.012464,83.20427054,7.402220332
0.1236,6.002472,70.67409373,11.43443354
0.124,6.79248,81.01385001,-1.793140438
0.1244,9.162488,101.9584934,-8.518916761
0.1248,7.312496,86.3802502,9.600176414
0.1252,8.552504,98.22997033,17.72583851
0.1256,7.102512,82.95060454,-3.780230442
0.126,7.26252,86.29443631,-12.67702871
0.1264,6.622528,78.16593008,7.016202877
0.1268,9.922536,108.4422935,12.34856692
0.1272,8.592544,97.46401295,-7.021191815
0.1276,8.902552,100.3052808,-15.70377152
0.128,6.57256,76.92734726,-0.719422855
0.1284,8.902568,100.0844068,11.36900451
0.1288,8.832576,100.936401,3.09754558
0.1292,7.062584,84.00349268,-6.222637617
0.1296,8.162592,95.09694094,-0.88597441
0.13,6.9126,81.88370277,7.830628347
0.1304,7.512608,87.11328701,10.44259756
0.1308,8.692616,98.54006388,15.52950172
0.1312,7.562624,88.41997773,17.7668912
0.1316,7.092632,84.00660317,1.848273781
0.132,5.81264,68.39153568,-4.693365119
0.1324,6.832648,80.10418727,20.20088574
0.1328,8.852656,99.48596868,33.10689422
0.1332,6.762664,80.84576674,6.858036991
0.1336,8.182672,94.43825981,-12.99190695
0.134,6.40268,75.89826472,4.917061041
0.1344,7.112688,84.29769371,21.89400059
0.1348,9.212696,103.4000742,11.63351697
0.1352,8.392704,96.17826928,0.254929542
0.1356,9.822712,107.8500848,3.434423997
0.136,6.88272,81.85853695,9.394948158
0.1364,6.832728,80.56107659,8.918616511
0.1368,5.902736,69.36663665,8.78877924
0.1372,9.642744,105.0272207,12.37792819
0.1376,6.372752,76.31772545,8.046563259
0.138,9.81276,107.6073904,0.354514304
0.1384,9.882768,107.4856753,6.358146853
0.1388,6.562776,77.21415115,14.48240855
0.1392,7.302784,86.2665357,0.34096038
0.1396,8.062792,93.51266403,-14.90291493
0.14,7.9028,90.86813142,1.459289513
0.1404,8.192808,94.12704404,15.27879877
0.1408,6.332816,75.62891187,-6.991307476
0.1412,7.122824,84.42023065,-24.97844771
0.1416,6.782832,79.1911648,-7.30269297
0.142,6.88284,80.43986478,12.03114919
0.1424,6.842848,80.97652321,4.281667376
0.1428,5.032856,60.40922937,-8.116357283
0.1432,6.062864,70.86478039,-6.312828893
0.1436,6.952872,82.58620752,0.179888068
0.144,7.93288,92.08699464,6.275480327
0.1444,9.402888,104.280309,12.01872723
0.1448,9.762896,105.6194309,12.1563742
0.1452,9.072904,102.2076164,0.692406569
0.1456,5.482912,64.44245115,-8.639765831
0.146,6.25292,74.85050111,6.81702152
0.1464,8.962928,101.987535,26.21794726
0.1468,6.332936,75.74429831,13.00281231
0.1472,5.952944,69.60854026,-10.88756079
0.1476,8.412952,95.90577873,0.290237962
0.148,7.63296,90.13640838,25.79879959
0.1484,9.652968,105.6529382,19.8344528
0.1488,9.772976,106.4281638,5.370885394
0.1492,7.092984,83.01641729,15.24491653
0.1496,9.272992,102.7770559,27.05557786
0.15,9.543,104.2885853,23.10181759
0.1504,6.003008,70.96540162,20.26014959
0.1508,8.983016,100.4795886,25.99143528
0.1512,7.703024,90.58397724,26.44426527
0.1516,6.703032,79.18602265,23.17216183
0.152,8.78304,99.72369745,27.62956427
0.1524,8.373048,97.13628185,30.62314063
0.1528,7.713056,90.21555604,20.24704806
0.1532,7.043064,82.05409299,8.776459538
0.1536,6.053072,71.66485533,20.31141152
0.154,9.39308,103.8251086,39.74185202
0.1544,7.033088,82.26437731,26.73800042
0.1548,6.983096,82.19391351,0.28788851
0.1552,5.173104,61.89686775,9.621553013
0.1556,7.273112,84.97898726,38.17868192
0.156,5.17312,60.96806053,36.49650539
0.1564,7.023128,82.81172501,16.28885503
0.1568,9.723136,107.3381996,15.48698563
0.1572,6.953144,81.5821971,22.45162303
0.1576,9.253152,102.8958305,22.20781326
0.158,6.16316,72.20654835,26.39969826
0.1584,5.453168,64.35577678,29.09336566
0.1588,8.903176,100.4191912,16.60949738
0.1592,7.383184,85.66121281,3.373841687
0.1596,9.943192,107.5306579,11.76083167
0.16,7.1632,83.52636796,27.33203003
0.1604,9.753208,105.6977339,20.44193135
0.1608,9.303216,102.662911,1.001586294
0.1612,9.613224,106.6006543,3.241623339
0.1616,9.133232,102.9149959,25.12798667
0.162,5.89324,70.19935296,25.58629986
0.1624,6.513248,77.45900223,5.345975166
0.1628,9.693256,106.0944964,9.043253614
0.1632,9.823264,106.6752218,29.65716773
0.1636,5.113272,60.35680121,27.48858719
0.164,9.38328,104.5467325,12.8485781
0.1644,5.613288,65.98673165,15.31138427
0.1648,7.503296,87.31926552,22.21880174
0.1652,8.083304,93.23047682,18.57532223
0.1656,8.263312,94.30939954,21.50658729
0.166,6.78332,81.00761376,26.57181002
0.1664,7.743328,91.03514881,14.34688279
0.1668,8.023336,93.69087783,2.426233956
0.1672,5.353344,63.06110971,15.50783099
0.1676,6.203352,73.70711766,37.43441235
0.168,9.16336,103.601857,32.22975829
0.1684,8.723368,100.0454916,7.551263504
0.1688,8.663376,98.36137906,7.094278829
0.1692,8.003384,93.08537549,34.10146471
0.1696,6.423392,75.49830004,44.51030385
0.17,7.0534,83.44261394,25.1222621
0.1704,8.503408,96.95932886,16.21568448
0.1708,8.143416,94.32035976,27.55750712
0.1712,7.793424,90.40186867,28.29238833
0.1716,5.493432,64.25154271,23.29282621
0.172,7.15344,85.01735936,28.2800886
0.1724,9.323448,104.5435319,24.95514173
0.1728,5.353456,62.40445586,9.165747588
0.1732,9.683464,105.6214366,10.11299106
0.1736,7.413472,86.83799437,26.14482695
0.174,7.21348,84.37553004,21.62471771
0.1744,5.233488,61.68017451,3.629083665
0.1748,7.853496,91.12763972,6.51866184
0.1752,9.483504,105.1076518,24.03592801
0.1756,6.273512,74.71844827,23.46488206
0.176,9.67352,106.3122098,2.639151744
0.1764,8.903528,100.9959608,-2.000467112
0.1768,9.253536,102.8405532,17.99527766
0.1772,7.363544,86.08915675,24.15859218
0.1776,6.373552,75.16194421,4.332847455
0.178,9.10356,102.4204797,-7.40374897
0.1784,8.023568,92.55208911,1.031705492
0.1788,9.793576,107.4543718,3.060007422
0.1792,6.583584,77.35153638,-0.768026978
0.1796,5.903592,69.91375603,4.277322057
0.18,7.6836,90.01181336,-2.138894475
0.1804,9.923608,107.0511012,-20.00890371
0.1808,8.913616,100.5572228,-13.17541096
0.1812,9.793624,107.6916483,13.5707036
0.1816,9.053632,101.737672,14.51521586
0.182,9.26364,103.5750716,-10.77779265
0.1824,5.993648,70.20922569,-15.54397064
0.1828,9.853656,106.4067033,6.808754501
0.1832,8.363664,95.57948969,19.14399361
0.1836,8.163672,94.48097984,6.802404
0.184,6.29368,75.01618454,-4.646209056
0.1844,6.113688,73.24235652,4.184720902
0.1848,6.033696,71.30128056,11.27260809
0.1852,7.073704,83.53729797,3.579184023
0.1856,5.023712,59.7339599,2.370147191
0.186,8.07372,92.83000794,9.137354092
0.1864,8.233728,95.95283222,4.667633823
0.1868,5.563736,65.58535429,-0.340805002
0.1872,6.653744,78.53675433,12.64474926
0.1876,9.373752,103.7809787,17.55150132
0.188,6.05376,72.56293198,0.872212095
0.1884,6.593768,77.00809192,2.165133938
0.1888,9.933776,107.3550347,26.27024958
0.1892,5.853784,69.26033286,28.79651014
0.1896,7.333792,86.29705796,4.831030788
0.19,6.3238,74.91671356,-2.618265659
0.1904,5.363808,62.87786721,18.14522451
0.1908,9.483816,104.2256931,29.88892106
0.1912,6.523824,77.02464288,15.10878056
0.1916,7.363832,86.61518197,-2.110881684
0.192,5.83384,68.84797912,-0.265976682
0.1924,9.653848,106.6243241,8.745329583
0.1928,6.153856,73.46292927,8.269967576
0.1932,5.933864,70.1033806,8.645553259
0.1936,9.613872,106.3066854,8.578968796
0.194,8.74388,99.34713165,-4.840801227
0.1944,8.883888,101.0390276,-9.17135936
0.1948,7.623896,88.8784804,13.04902933
0.1952,6.393904,76.63230453,24.98598619
0.1956,7.993912,91.79070747,1.83862622
0.196,6.23392,74.46676522,-12.01198026
0.1964,9.453928,104.2640754,8.707332037
0.1968,6.993936,82.51563964,20.83452641
0.1972,5.203944,61.57838527,5.492747407
0.1976,8.203952,94.89294805,-5.358565692
0.198,6.99396,83.31090235,3.575653047
0.1984,5.793968,69.27290472,10.8004321
0.1988,6.163976,73.49907203,2.896062799
0.1992,9.343984,103.12328,-3.431008705
0.1996,7.863992,90.59346137,1.933654403
0.2,7.674,88.68215182,7.406524225
0.2004,7.474008,86.84848639,6.604486615
0.2008,5.764016,68.8840583,10.44855495
0.2012,7.244024,84.15956352,16.38824387
0.2016,5.974032,71.6851694,6.7642139
0.202,6.08404,72.50111982,2.153785414
0.2024,7.964048,92.29388365,25.69632077
0.2028,9.594056,105.7619373,39.54088066
0.2032,8.344064,95.64095512,15.60689942
0.2036,6.724072,78.64336347,-2.281944063
0.204,5.06408,59.37374006,19.30422462
0.2044,9.024088,102.3328804,39.46042703
0.2048,8.234096,94.35220737,27.14693346
0.2052,6.604104,77.56927878,11.35890769
0.2056,9.014112,101.9038806,13.11697673
0.206,8.09412,93.56638933,21.56486343
0.2064,9.284128,103.5033618,25.93112685
0.2068,6.084136,71.90324503,28.63179976
0.2072,6.724144,79.24517152,30.39022993
0.2076,7.044152,82.04794296,23.96044602
0.208,7.16416,85.02569057,18.76950469
0.2084,9.104168,102.5279976,30.99355358
0.2088,8.484176,96.53411935,45.74878023
0.2092,7.064184,83.23488339,34.668648
0.2096,8.384192,96.17557885,16.05518316
0.21,9.7642,106.6460437,28.72582533
0.2104,7.264208,85.5323824,46.18822937
0.2108,7.624216,89.72672788,29.46065123
0.2112,8.874224,99.84649155,10.62404475
0.2116,9.664232,105.428729,22.77962106
0.212,6.46424,76.08575482,36.54172697
0.2124,6.244248,74.14978357,25.09525051
0.2128,8.804256,99.45351184,12.67316841
0.2132,5.054264,59.54038001,16.71934313
0.2136,8.514272,96.86647185,22.54236959
0.214,8.88428,100.9591279,24.76810011
0.2144,6.374288,75.72442503,27.08787914
0.2148,9.744296,106.3293639,25.85544834
0.2152,9.774304,107.4018819,16.01523287
0.2156,8.764312,98.86525999,9.391885079
0.216,5.62432,66.21750043,24.52430269
0.2164,9.034328,101.2146644,40.90750909
0.2168,6.394336,76.38727571,24.36701407
0.2172,5.624344,66.06778704,-3.33881659
0.2176,8.124352,93.10319557,5.405873165
0.218,9.66436,105.0905089,32.41175579
0.2184,9.824368,106.6254935,26.13686678
0.2188,8.124376,93.35042026,4.580669446
0.2192,7.984384,91.95235526,7.465321299
0.2196,7.974392,93.10439522,18.72784691
0.22,5.2744,62.65865155,18.36684267
0.2204,6.264408,74.47184325,19.31482641
0.2208,7.404416,87.16040439,25.90378057
0.2212,8.084424,92.83303905,23.13339808
0.2216,8.644432,99.1605878,17.47179104
0.222,8.32444,95.41750293,25.86583083
0.2224,6.904448,81.68471804,36.14729246
0.2228,8.664456,99.7434102,30.12854469
0.2232,5.424464,64.85335134,17.54440076
0.2236,5.444472,63.73545406,24.20765187
0.224,5.48448,64.28024701,41.56740719
0.2244,5.104488,61.28191343,32.17124559
0.2248,9.184496,103.3595719,8.483188684
0.2252,7.614504,88.81910128,15.741341
0.2256,6.434512,76.4759588,41.42967585
0.226,6.16452,72.09642091,38.13622402
0.2264,6.454528,76.05249645,16.69240021
0.2268,6.824536,79.57697684,17.89367058
0.2272,7.134544,83.40973601,29.73387933
0.2276,5.514552,65.90358836,31.19886177
0.228,9.41456,104.80679,33.72090528
0.2284,8.074568,93.99901893,35.33610792
0.2288,6.504576,77.03701066,23.1416796
0.2292,9.254584,104.2409822,11.86756613
0.2296,7.374592,85.69813032,23.44667352
0.23,8.1546,94.89559049,39.46706066
0.2304,5.514608,65.90325914,27.92777058
0.2308,7.944616,91.72847515,1.942359307
0.2312,9.714624,106.9785251,-0.193011319
0.2316,5.474632,63.8881861,21.95410725
0.232,6.49464,76.08851349,25.46899467
0.2324,9.294648,104.0290704,3.321582549
0.2328,5.064656,59.20568523,-0.854389071
0.2332,5.894664,70.53319368,15.27684994
0.2336,5.814672,68.89064531,15.68838226
0.234,8.83468,100.163265,5.305989952
0.2344,6.314688,74.77634509,10.08214906
0.2348,6.194696,73.32629387,16.40079426
0.2352,6.124704,73.51723724,8.829536747
0.2356,7.894712,91.74540872,9.623298032
0.236,9.77472,105.6742987,18.74665981
0.2364,5.124728,60.46088947,10.96712392
0.2368,9.674736,106.4835882,-2.0452695
0.2372,5.404744,63.34460708,6.216768712
0.2376,6.224752,73.6861655,23.51494629
0.238,7.33476,85.59626274,16.74464255
0.2384,6.024768,71.16234623,-6.206387605
0.2388,8.664776,98.30808564,-4.86675912
0.2392,8.404784,96.72445666,22.21177173
0.2396,6.074792,71.16669791,32.51940661
0.24,7.2648,85.44967545,12.54398597
0.2404,7.804808,91.78543994,3.199009136
0.2408,7.534816,88.03480404,19.02025768
0.2412,7.854824,92.24565868,27.33436774
0.2416,5.984832,71.30440853,25.68851293
0.242,7.40484,87.07183549,30.05402698
0.2424,5.194848,61.41082144,26.5032
0.2428,8.434856,96.85910933,11.7149798
0.2432,6.584864,76.93006525,15.72424
0.2436,6.804872,79.67602712,36.7544167
0.244,10.00488,108.0353924,33.22200031
0.2444,5.494888,65.43599168,9.799343843
0.2448,7.844896,92.1452636,8.29470829
0.2452,7.624904,89.45970947,27.87927372
0.2456,9.984912,106.8760822,33.5727502
0.246,7.97492,91.73547003,17.54863116
0.2464,9.934928,108.2892409,11.83939767
0.2468,8.074936,92.86049502,28.12927813
0.2472,9.384944,104.708019,35.47695423
0.2476,7.094952,84.1217391,21.95948803
0.248,8.26496,94.47542597,15.74522592
0.2484,5.424968,64.79640076,26.82653849
0.2488,5.854976,68.57345308,28.53950917
0.2492,5.484984,65.85928839,21.14309845
0.2496,6.374992,76.06753673,24.47806581
0.25,7.845,90.38228465,20.90498692
0.2504,7.325008,85.10540115,4.163813211
0.2508,5.185016,61.49038066,7.466419017
0.2512,9.345024,103.082432,30.06717817
0.2516,6.695032,78.3840498,27.83023708
0.252,9.38504,103.95667,-0.087388146
0.2524,5.865048,69.97073679,-4.582318776
0.2528,7.895056,90.84175908,20.51345048
0.2532,5.505064,65.85392565,33.7991817
0.2536,6.335072,75.79397517,19.47785778
0.254,6.04508,71.88601434,4.753343142
0.2544,7.435088,87.6263342,12.6161824
0.2548,6.075096,72.76526277,24.23485067
0.2552,9.205104,103.7394664,21.84393605
